CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Neighborhood,Location 1
11/24/15,10:30:00,3B,300 WHITRIDGE AVE,ROBBERY - STREET,,Harwood,"(39.3214900000, -76.6123200000)"
11/24/15,10:30:00,6G,6700 REISTERSTOWN RD,LARCENY,,Fallstaff,"(39.3586400000, -76.7054800000)"
11/24/15,10:30:00,5A,3000 AILSA AVE,BURGLARY,,Waltherson,"(39.3465500000, -76.5657800000)"
11/24/15,11:00:00,5B,600 DUMBARTON AVE,BURGLARY,,Pen Lucy,"(39.3382000000, -76.6051600000)"
11/24/15,11:00:00,6E,800 ROLYN AVE,LARCENY,,Pulaski Industrial Area,"(39.3034800000, -76.5370500000)"
11/24/15,3:59:00,6G,300 SAINT PAUL ST,LARCENY,,Downtown,"(39.2925400000, -76.6135000000)"
11/24/15,339,9S,2600 MAISEL ST,SHOOTING,FIREARM,Westport,"(39.2626900000, -76.6377100000)"
11/24/15,4:00:00,6E,300 EDGEVALE RD,LARCENY,,Roland Park,"(39.3564500000, -76.6426800000)"
11/24/15,5:00:00,4E,3700 MOUNT PLEASANT AVE,COMMON ASSAULT,HANDS,Baltimore Highlands,"(39.2909900000, -76.5663500000)"
11/24/15,6:58:00,5A,1100 SARGEANT ST,BURGLARY,,Washington Village/Pigtown,"(39.2826400000, -76.6338800000)"
11/24/15,7:00:00,5B,4500 BONNER RD,BURGLARY,,West Forest Park,"(39.3199700000, -76.6922900000)"
11/24/15,7:00:00,5A,1500 PENNSYLVANIA AVE,BURGLARY,,Upton,"(39.3024100000, -76.6333000000)"
11/24/15,7:00:00,5A,3300 NOBLE ST,BURGLARY,,Patterson Park Neighborhood,"(39.2930500000, -76.5701300000)"
11/24/15,7:00:00,5F,900 N MILTON AVE,BURGLARY,,Milton-Montford,"(39.3011000000, -76.5824100000)"
11/24/15,7:00:00,6E,1900 W LANVALE ST,LARCENY,,Midtown-Edmondson,"(39.2975400000, -76.6485500000)"
11/24/15,7:30:00,5A,3300 SEQUOIA AVE,BURGLARY,,Ashburton,"(39.3291100000, -76.6699000000)"
11/24/15,7:45:00,5A,4100 POTTER ST,BURGLARY,,Irvington,"(39.2781600000, -76.6834100000)"
11/24/15,8:00:00,6E,1900 E 20TH ST,LARCENY,,South Clifton Park,"(39.3131400000, -76.5912900000)"
11/24/15,11:15:00,5B,3400 ALTO RD,BURGLARY,,Hanlon-Longwood,"(39.3173200000, -76.6751100000)"
11/24/15,11:25:00,6C,1000 PARK AVE,LARCENY,,Mid-Town Belvedere,"(39.3033900000, -76.6189200000)"
11/24/15,11:37:00,3CF,1800 W FAYETTE ST,ROBBERY - COMMERCIAL,FIREARM,Franklin Square,"(39.2895200000, -76.6464300000)"
11/24/15,11:45:00,7A,4100 KATHLAND AVE,AUTO THEFT,,Central Forest Park,"(39.3250800000, -76.6882300000)"
11/24/15,11:53:00,4C,,AGG. ASSAULT,OTHER,,
11/24/15,12:00:00,6D,2700 WESTFIELD AVE,LARCENY FROM AUTO,,Hamilton Hills,"(39.3626600000, -76.5609200000)"
11/24/15,12:00:00,5B,200 N LUZERNE AVE,BURGLARY,,McElderry Park,"(39.2949800000, -76.5806000000)"
11/24/15,12:15:00,6D,4700 GREENSPRING AVE,LARCENY FROM AUTO,,Coldspring,"(39.3451900000, -76.6593500000)"
11/24/15,12:30:00,6C,100 S ANN ST,LARCENY,,Upper Fells Point,"(39.2899600000, -76.5917100000)"
11/24/15,13:00:00,7A,500 S NEWKIRK ST,AUTO THEFT,,Greektown,"(39.2866900000, -76.5565800000)"
11/24/15,13:00:00,5A,2100 RAMSAY ST,BURGLARY,,Carrollton Ridge,"(39.2829900000, -76.6502900000)"
11/24/15,13:00:00,6J,,LARCENY,,,
11/24/15,13:22:41,2A,5900 RADECKE AVE,RAPE,OTHER,Cedonia,"(39.3307300000, -76.5317800000)"
11/24/15,13:25:00,4B,6500 EASTERN AVE,AGG. ASSAULT,KNIFE,Pulaski Industrial Area,"(39.2877600000, -76.5357600000)"
11/24/15,13:30:00,4E,1400 PENNSYLVANIA AVE,COMMON ASSAULT,HANDS,Upton,"(39.3012500000, -76.6318700000)"
11/24/15,13:30:00,6G,500 E PRATT ST,LARCENY,,Inner Harbor,"(39.2866800000, -76.6084300000)"
11/24/15,13:36:00,3AF,1600 N BROADWAY,ROBBERY - STREET,FIREARM,Oliver,"(39.3087400000, -76.5950800000)"
11/24/15,13:50:00,4E,500 W PRESTON ST,COMMON ASSAULT,HANDS,Upton,"(39.2993000000, -76.6260500000)"
11/24/15,13:50:00,4E,500 W PRESTON ST,COMMON ASSAULT,HANDS,Upton,"(39.2993000000, -76.6260500000)"
11/24/15,14:00:00,5A,2000 E LANVALE ST,BURGLARY,,Broadway East,"(39.3098600000, -76.5890900000)"
11/24/15,14:11:00,6C,3700 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2771000000, -76.5653800000)"
11/24/15,14:26:00,3GF,500 PENNSYLVANIA AVE,ROBBERY - COMMERCIAL,FIREARM,Seton Hill,"(39.2948400000, -76.6239900000)"
11/24/15,14:30:00,5A,200 S WOLFE ST,BURGLARY,,Upper Fells Point,"(39.2891100000, -76.5903300000)"
11/24/15,14:40:00,5C,600 S ROSE ST,BURGLARY,,Canton,"(39.2849000000, -76.5807100000)"
11/24/15,15:00:00,6E,2000 ASHBURTON ST,LARCENY,,Walbrook,"(39.3103800000, -76.6622700000)"
11/24/15,15:00:00,6G,3700 ELDORADO AVE,LARCENY,,Dorchester,"(39.3318400000, -76.6904000000)"
11/24/15,15:00:00,6J,3300 W NORTH AVE,LARCENY,,Walbrook,"(39.3088900000, -76.6726800000)"
11/24/15,15:00:00,6G,3200 THE ALAMEDA,LARCENY,,Coldstream Homestead Montebello,"(39.3273900000, -76.5949200000)"
11/24/15,15:00:00,6G,6400 PIONEER DR,LARCENY,,Hamilton Hills,"(39.3647900000, -76.5722100000)"
11/24/15,15:05:00,6D,3400 N CALVERT ST,LARCENY FROM AUTO,,Charles Village,"(39.3293200000, -76.6150100000)"
11/24/15,15:16:00,4C,200 MCMECHEN ST,AGG. ASSAULT,OTHER,Bolton Hill,"(39.3084600000, -76.6260000000)"
11/24/15,15:16:00,4C,200 MCMECHEN ST,AGG. ASSAULT,OTHER,Bolton Hill,"(39.3084600000, -76.6260000000)"
11/24/15,15:30:00,3B,0 E BALTIMORE ST,ROBBERY - STREET,,Downtown,"(39.2895600000, -76.6149500000)"
11/24/15,15:40:00,6C,,LARCENY,,,
11/24/15,15:55:00,4B,3300 GREENMOUNT AVE,AGG. ASSAULT,KNIFE,Oakenshawe,"(39.3286000000, -76.6094700000)"
11/24/15,17:20:00,6G,2500 EUTAW PL,LARCENY,,Reservoir Hill,"(39.3149700000, -76.6384300000)"
11/24/15,17:30:00,6D,500 N BOULDIN ST,LARCENY FROM AUTO,,Ellwood Park/Monument,"(39.2973900000, -76.5713700000)"
11/24/15,17:45:00,6G,2500 PARK HEIGHTS TER,LARCENY,,Greenspring,"(39.3390200000, -76.6600500000)"
11/24/15,17:45:00,6B,300 W LOMBARD ST,LARCENY,,Downtown,"(39.2876000000, -76.6195100000)"
11/24/15,17:47:00,3B,900 TRINITY ST,ROBBERY - STREET,,Little Italy,"(39.2858600000, -76.6008800000)"
11/24/15,17:56:00,6C,6700 REISTERSTOWN RD,LARCENY,,Reisterstown Station,"(39.3592400000, -76.7065500000)"
11/24/15,18:00:00,6B,1000 E BALTIMORE ST,LARCENY,,Jonestown,"(39.2905000000, -76.6030000000)"
11/24/15,18:00:00,6D,4400 LAPLATA AVE,LARCENY FROM AUTO,,Medfield,"(39.3411400000, -76.6457700000)"
11/24/15,18:36:00,3AF,0 PARKIN ST,ROBBERY - STREET,FIREARM,Hollins Market,"(39.2875200000, -76.6306400000)"
11/24/15,18:43:00,6C,3500 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2770500000, -76.5669400000)"
11/24/15,19:00:00,6D,2800 WINDSOR AVE,LARCENY FROM AUTO,,Panway/Braddish Avenue,"(39.3123700000, -76.6646200000)"
11/24/15,19:00:00,5D,5500 YORK RD,BURGLARY,,Homeland,"(39.3569400000, -76.6099400000)"
11/24/15,19:00:00,6E,4700 ELISON AVE,LARCENY,,Parkside,"(39.3224100000, -76.5550200000)"
11/24/15,19:13:00,3AF,300 E 27TH ST,ROBBERY - STREET,FIREARM,Harwood,"(39.3208500000, -76.6122900000)"
11/24/15,19:20:00,4E,2300 EDMONDSON AVE,COMMON ASSAULT,HANDS,Rosemont Homeowners/Tenants,"(39.2947900000, -76.6538800000)"
11/24/15,19:25:00,5C,3600 SAINT VICTOR ST,BURGLARY,,Brooklyn,"(39.2338600000, -76.5968800000)"
11/24/15,19:30:00,3AF,500 E BIDDLE ST,ROBBERY - STREET,FIREARM,Johnston Square,"(39.3037300000, -76.6094100000)"
11/24/15,19:30:00,3AF,500 E BIDDLE ST,ROBBERY - STREET,FIREARM,Johnston Square,"(39.3037300000, -76.6094100000)"
11/24/15,19:35:00,5A,100 N LAKEWOOD AVE,BURGLARY,,Patterson Park Neighborhood,"(39.2935200000, -76.5790800000)"
11/24/15,19:41:00,3AF,4100 MONTANA AVE,ROBBERY - STREET,FIREARM,Waltherson,"(39.3410300000, -76.5498900000)"
11/24/15,19:50:00,6J,3400 PULASKI HWY,LARCENY,,Baltimore Highlands,"(39.2960300000, -76.5693700000)"
11/24/15,19:54:00,6J,800 E NORTH AVE,LARCENY,,East Baltimore Midway,"(39.3115900000, -76.6069700000)"
11/24/15,20:30:00,4E,400 N HILTON ST,COMMON ASSAULT,HANDS,Lower Edmondson Village,"(39.2923900000, -76.6726900000)"
11/24/15,20:30:00,6D,2000 E FAYETTE ST,LARCENY FROM AUTO,,Butcher's Hill,"(39.2941300000, -76.5882000000)"
11/24/15,20:50:00,6D,100 N DALLAS ST,LARCENY FROM AUTO,,Washington Hill,"(39.2929300000, -76.5965700000)"
11/24/15,21:00:00,6D,4400 FALLS BRIDGE DR,LARCENY FROM AUTO,,Medfield,"(39.3443800000, -76.6450400000)"
11/24/15,21:25:00,4A,700 N EDGEWOOD ST,AGG. ASSAULT,FIREARM,Edgewood,"(39.2961900000, -76.6743600000)"
11/24/15,21:25:00,3JF,700 N EDGEWOOD ST,ROBBERY - RESIDENCE,FIREARM,Edgewood,"(39.2961900000, -76.6743600000)"
11/24/15,21:30:00,6D,100 N DALLAS ST,LARCENY FROM AUTO,,Washington Hill,"(39.2928400000, -76.5965700000)"
11/24/15,21:30:00,5D,2600 RAYNER AVE,BURGLARY,,Mosher,"(39.2963600000, -76.6606800000)"
11/24/15,21:30:00,4E,300 MARYDELL RD,COMMON ASSAULT,HANDS,Irvington,"(39.2806400000, -76.6895600000)"
11/24/15,21:50:00,7A,1600 ELRINO ST,AUTO THEFT,,Broening Manor,"(39.2736300000, -76.5414700000)"
11/24/15,2125,9S,700 DENISON ST,SHOOTING,FIREARM,Edgewood,"(39.2957000000, -76.6738800000)"
11/24/15,22:00:00,6D,2100 DIVISION ST,LARCENY FROM AUTO,,Druid Heights,"(39.3077200000, -76.6377800000)"
11/24/15,22:00:00,5A,200 S DALLAS CT,BURGLARY,,Perkins Homes,"(39.2884500000, -76.5965500000)"
11/24/15,22:00:00,6E,2400 W FRANKLIN ST,LARCENY,,Rosemont Homeowners/Tenants,"(39.2935400000, -76.6551600000)"
11/24/15,22:00:00,5A,100 S EXETER ST,BURGLARY,,Jonestown,"(39.2884200000, -76.6018100000)"
11/24/15,22:10:00,4E,2600 W PATAPSCO AVE,COMMON ASSAULT,HANDS,Lakeland,"(39.2537700000, -76.6542200000)"
11/24/15,22:16:00,7C,1400 NORTHGATE RD,AUTO THEFT,,New Northwood,"(39.3449700000, -76.5939400000)"
11/24/15,22:27:00,3AK,2600 MARYLAND AVE,ROBBERY - STREET,KNIFE,Charles Village,"(39.3196800000, -76.6184500000)"
11/24/15,22:27:00,3AK,2600 MARYLAND AVE,ROBBERY - STREET,KNIFE,Charles Village,"(39.3196800000, -76.6184500000)"
11/24/15,23:00:00,6E,1400 E BALTIMORE ST,LARCENY,,Washington Hill,"(39.2913700000, -76.5978100000)"
11/24/15,23:00:00,6D,1600 E 25TH ST,LARCENY FROM AUTO,,Darley Park,"(39.3163900000, -76.5945200000)"
11/24/15,23:05:00,5D,800 N BENTALOU ST,BURGLARY,,Midtown-Edmondson,"(39.2973400000, -76.6533400000)"
11/24/15,23:30:00,4E,6500 FRANKFORD AVE,COMMON ASSAULT,HANDS,Pulaski Industrial Area,"(39.3149200000, -76.5401200000)"
11/24/15,23:30:00,3AF,2000 W BALTIMORE ST,ROBBERY - STREET,FIREARM,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)"
11/24/15,23:45:00,7A,100 N ROSE ST,AUTO THEFT,,Patterson Park Neighborhood,"(39.2935500000, -76.5812800000)"
11/24/15,23:57:06,2A,300 SAINT PAUL ST,RAPE,OTHER,Downtown,"(39.2925400000, -76.6135000000)"
11/23/15,0:10:00,4B,5100 PARK HEIGHTS AVE,AGG. ASSAULT,KNIFE,Central Park Heights,"(39.3484300000, -76.6749100000)"
11/23/15,0:15:00,5B,4100 PULASKI HWY,BURGLARY,,Orangeville,"(39.2971600000, -76.5627900000)"
11/23/15,0:20:00,4E,200 S HAVEN ST,COMMON ASSAULT,HANDS,Highlandtown,"(39.2901900000, -76.5626700000)"
11/23/15,1:00:00,6E,4700 ELISON AVE,LARCENY,,Parkside,"(39.3223500000, -76.5557600000)"
11/23/15,1:00:00,6E,500 YALE AVE,LARCENY,,Yale Heights,"(39.2767500000, -76.6868300000)"
11/23/15,1:15:00,6D,6400 ROSEMONT AVE,LARCENY FROM AUTO,,Rosemont East,"(39.3523100000, -76.5343200000)"
11/23/15,1:30:00,5A,1800 E NORTH AVE,BURGLARY,,Broadway East,"(39.3122200000, -76.5922900000)"
11/23/15,1:30:00,5D,1800 E NORTH AVE,BURGLARY,,Broadway East,"(39.3122200000, -76.5922900000)"
11/23/15,2:30:00,4D,2600 ORLEANS ST,AGG. ASSAULT,HANDS,McElderry Park,"(39.2956900000, -76.5802500000)"
11/23/15,2:55:00,6D,300 HAWTHORN RD,LARCENY FROM AUTO,,Roland Park,"(39.3490400000, -76.6321100000)"
11/23/15,6:00:00,6D,,LARCENY FROM AUTO,,,
11/23/15,6:30:00,7A,,AUTO THEFT,,,
11/23/15,7:00:00,6F,6900 CHAMBERS RD,LARCENY,,Hamilton Hills,"(39.3691500000, -76.5579800000)"
11/23/15,7:00:00,5A,2800 QUANTICO AVE,BURGLARY,,Towanda-Grantley,"(39.3358400000, -76.6662600000)"
11/23/15,0:00:00,5A,900 N BENTALOU ST,BURGLARY,,Bridgeview/Greenlawn,"(39.2992400000, -76.6534500000)"
11/23/15,0:00:00,6J,700 MCCABE AVE,LARCENY,,Woodbourne-McCabe,"(39.3522100000, -76.6055900000)"
11/23/15,8:00:00,4E,1900 N EDGEWOOD ST,COMMON ASSAULT,HANDS,Fairmont,"(39.3090100000, -76.6759400000)"
11/23/15,8:01:00,6G,2900 GOODWOOD RD,LARCENY,,Lauraville,"(39.3501400000, -76.5643500000)"
11/23/15,8:15:00,7A,3000 MILFORD AVE,AUTO THEFT,,Howard Park,"(39.3250600000, -76.7011700000)"
11/23/15,8:30:00,5A,800 S EATON ST,BURGLARY,,Brewers Hill,"(39.2832200000, -76.5649900000)"
11/23/15,8:30:00,5A,1300 E FORT AVE,BURGLARY,,Locust Point Industrial Area,"(39.2697800000, -76.5959200000)"
11/23/15,8:30:00,4E,2200 EUTAW PL,COMMON ASSAULT,HANDS,Reservoir Hill,"(39.3109700000, -76.6345400000)"
11/23/15,8:30:00,4E,0 N HIGHLAND AVE,COMMON ASSAULT,HANDS,Patterson Park Neighborhood,"(39.2931600000, -76.5694900000)"
11/23/15,8:45:00,5A,300 GWYNN AVE,BURGLARY,,Allendale,"(39.2912200000, -76.6736500000)"
11/23/15,9:00:00,4A,2800 NORFOLK AVE,AGG. ASSAULT,FIREARM,Park Circle,"(39.3279900000, -76.6603400000)"
11/23/15,7:55:00,5A,4400 FREDERICK AVE,BURGLARY,,Irvington,"(39.2815100000, -76.6901300000)"
11/23/15,9:57:00,4E,2900 BRIGHTON ST,COMMON ASSAULT,HANDS,Northwest Community Action,"(39.3052200000, -76.6662300000)"
11/23/15,10:00:00,6E,800 LINDEN AVE,LARCENY,,Mount Vernon,"(39.2993000000, -76.6207500000)"
11/23/15,10:00:00,5A,700 MELVILLE AVE,BURGLARY,,Waverly,"(39.3314300000, -76.6055000000)"
11/23/15,10:00:00,7A,3500 DOLFIELD AVE,AUTO THEFT,,Ashburton,"(39.3341100000, -76.6736600000)"
11/23/15,10:10:00,6D,3500 WOODLAND AVE,LARCENY FROM AUTO,,Central Park Heights,"(39.3419000000, -76.6735300000)"
11/23/15,10:15:00,4E,3700 FERNHILL AVE,COMMON ASSAULT,HANDS,Dolfield,"(39.3368900000, -76.6778700000)"
11/23/15,10:30:00,4E,1300 W 36TH ST,COMMON ASSAULT,HANDS,Hampden,"(39.3305200000, -76.6369200000)"
11/23/15,10:40:00,4E,100 N CHARLES ST,COMMON ASSAULT,HANDS,Downtown,"(39.2905700000, -76.6152400000)"
11/23/15,10:40:00,4E,100 N CHARLES ST,COMMON ASSAULT,HANDS,Downtown,"(39.2905700000, -76.6152400000)"
11/23/15,10:54:00,4A,2100 WOODBOURNE AVE,AGG. ASSAULT,FIREARM,Hamilton Hills,"(39.3556500000, -76.5727000000)"
11/23/15,22:25:00,4E,100 HOPKINS PL,COMMON ASSAULT,HANDS,Downtown West,"(39.2874600000, -76.6177100000)"
11/23/15,23:45:00,6E,1200 MCCULLOH ST,LARCENY,,Upton,"(39.3019800000, -76.6271000000)"
11/23/15,18:00:00,6D,900 E PRESTON ST,LARCENY FROM AUTO,,Johnston Square,"(39.3049700000, -76.6036900000)"
11/23/15,18:00:00,6D,1200 BATTERY AVE,LARCENY FROM AUTO,,Riverside,"(39.2757200000, -76.6095800000)"
11/23/15,18:00:00,6E,3800 LEWIN AVE,LARCENY,,Lucille Park,"(39.3406800000, -76.6773700000)"
11/23/15,18:00:00,6D,1600 E FAIRMOUNT AVE,LARCENY FROM AUTO,,Washington Hill,"(39.2926500000, -76.5952700000)"
11/23/15,18:25:00,5A,500 N ROSE ST,BURGLARY,,McElderry Park,"(39.2971300000, -76.5814400000)"
11/23/15,18:54:00,6C,200 E BALTIMORE ST,LARCENY,,Downtown,"(39.2896300000, -76.6118200000)"
11/23/15,19:00:00,6D,1400 MYRTLE AVE,LARCENY FROM AUTO,,Upton,"(39.2998300000, -76.6336600000)"
11/23/15,19:00:00,7A,3500 DUNCANWOOD LN,AUTO THEFT,,Orangeville Industrial Area,"(39.3088500000, -76.5697400000)"
11/23/15,19:15:00,6D,300 S EDEN ST,LARCENY FROM AUTO,,Little Italy,"(39.2872500000, -76.5984600000)"
11/23/15,19:16:00,4C,2800 HILLEN RD,AGG. ASSAULT,OTHER,Coldstream Homestead Montebello,"(39.3229800000, -76.5886700000)"
11/23/15,19:30:00,4E,1300 E LANVALE ST,COMMON ASSAULT,HANDS,Oliver,"(39.3093900000, -76.6008100000)"
11/23/15,19:30:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,HANDS,Downtown,"(39.2897300000, -76.6096000000)"
11/23/15,19:30:00,4E,400 E BALTIMORE ST,COMMON ASSAULT,HANDS,Downtown,"(39.2897300000, -76.6096000000)"
11/23/15,20:00:00,3B,2700 LIBERTY HGTS AVE,ROBBERY - STREET,,Liberty Square,"(39.3207900000, -76.6599900000)"
11/23/15,20:00:00,6E,5500 Bowleys Ln,LARCENY,,Frankford,"(39.3189000000, -76.5515900000)"
11/23/15,20:00:00,7A,4900 LIBERTY HEIGHTS AVE,AUTO THEFT,,Howard Park,"(39.3323200000, -76.6987000000)"
11/23/15,20:27:00,3AO,600 PONTIAC AVE,ROBBERY - STREET,OTHER,Brooklyn,"(39.2351000000, -76.6022900000)"
11/23/15,20:30:00,5D,2700 W FRANKLIN ST,BURGLARY,,Rosemont Homeowners/Tenants,"(39.2932500000, -76.6619000000)"
11/23/15,20:53:00,4D,100 WILLARD ST,AGG. ASSAULT,HANDS,Shipley Hill,"(39.2857200000, -76.6552100000)"
11/23/15,7:00:00,6D,1200 BERNARD DR,LARCENY FROM AUTO,,Wilhelm Park,"(39.2708400000, -76.6573100000)"
11/23/15,7:15:00,5A,4100 AUDREY AVE,BURGLARY,,Brooklyn,"(39.2302100000, -76.6035700000)"
11/23/15,7:15:00,5A,3300 CHESLEY AVE,BURGLARY,,North Harford Road,"(39.3626500000, -76.5415400000)"
11/23/15,8:00:00,6G,2100 RIDGEHILL AVE,LARCENY,,Mondawmin,"(39.3112900000, -76.6522400000)"
11/23/15,8:00:00,5A,4200 TOWNSEND AVE,BURGLARY,,Brooklyn,"(39.2281600000, -76.6040400000)"
11/23/15,8:00:00,5A,2800 PRESSTMAN ST,BURGLARY,,Northwest Community Action,"(39.3046800000, -76.6639900000)"
11/23/15,11:25:00,7A,900 E BELVEDERE AVE,AUTO THEFT,,Belvedere,"(39.3607300000, -76.6015900000)"
11/23/15,11:29:00,4F,4400 PARK HEIGHTS AVE,ASSAULT BY THREAT,,Central Park Heights,"(39.3405400000, -76.6669600000)"
11/23/15,11:55:00,6C,4500 EDMONDSON AVE,LARCENY,,Rognel Heights,"(39.2935000000, -76.6926600000)"
11/23/15,1154,9S,2100 WOODBOURNE AV,SHOOTING,FIREARM,Hamilton Hills,"(39.3556500000, -76.5727000000)"
11/23/15,12:00:00,4E,3400 MOUNT PLEASANT AVE,COMMON ASSAULT,HANDS,Baltimore Highlands,"(39.2908300000, -76.5685700000)"
11/23/15,12:00:00,4E,1300 W 36TH ST,COMMON ASSAULT,HANDS,Hampden,"(39.3305200000, -76.6369200000)"
11/23/15,12:30:00,7A,2300 LAURETTA AVE,AUTO THEFT,,Rosemont Homeowners/Tenants,"(39.2940900000, -76.6539300000)"
11/23/15,12:45:00,5A,700 CARROLL ST,BURGLARY,,Washington Village/Pigtown,"(39.2820900000, -76.6279800000)"
11/23/15,12:57:00,6G,2500 SAINT PAUL ST,LARCENY,,Charles Village,"(39.3190600000, -76.6155000000)"
11/23/15,13:00:00,5A,2200 SIDNEY AVE,BURGLARY,,Westport,"(39.2631600000, -76.6329400000)"
11/23/15,13:00:00,5D,700 W 40TH ST,BURGLARY,,Hampden,"(39.3371700000, -76.6287500000)"
11/23/15,13:00:00,6E,1900 INVERNESS AVE,LARCENY,,Morrell Park,"(39.2607800000, -76.6583900000)"
11/23/15,13:00:00,6J,3700 EDMONDSON AVE,LARCENY,,Edgewood,"(39.2939900000, -76.6785900000)"
11/23/15,13:00:00,7A,4400 EDMONDSON AVE,AUTO THEFT,,Rognel Heights,"(39.2935500000, -76.6911400000)"
11/23/15,13:00:00,6E,2500 EUTAW PL,LARCENY,,Reservoir Hill,"(39.3150900000, -76.6384500000)"
11/23/15,13:25:00,5A,2300 ASHLAND AVE,BURGLARY,,Milton-Montford,"(39.3009000000, -76.5846400000)"
11/23/15,13:25:00,6D,4400 EDMONDSON AVE,LARCENY FROM AUTO,,Rognel Heights,"(39.2936000000, -76.6896200000)"
11/23/15,13:31:00,4E,900 HERNDON CT,COMMON ASSAULT,HANDS,Brooklyn,"(39.2282000000, -76.6003200000)"
11/23/15,13:37:00,6E,900 E 22ND ST,LARCENY,,East Baltimore Midway,"(39.3141600000, -76.6053900000)"
11/23/15,13:50:00,6C,3500 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2770500000, -76.5669400000)"
11/23/15,14:15:00,3B,1300 HERKIMER ST,ROBBERY - STREET,,Washington Village/Pigtown,"(39.2818600000, -76.6377200000)"
11/23/15,14:30:00,6C,2600 WASHINGTON BLVD,LARCENY,,Morrell Park,"(39.2651400000, -76.6541100000)"
11/23/15,14:31:00,3AO,2400 N CHARLES ST,ROBBERY - STREET,OTHER,Old Goucher,"(39.3167900000, -76.6169600000)"
11/23/15,15:00:00,6J,3100 REISTERSTOWN RD,LARCENY,,Liberty Square,"(39.3230600000, -76.6560200000)"
11/23/15,15:00:00,6D,1400 E NORTH AVE,LARCENY FROM AUTO,,East Baltimore Midway,"(39.3119600000, -76.5992200000)"
11/23/15,15:00:00,5D,1200 N FRANKLINTOWN RD,BURGLARY,,Gwynns Falls/Leakin Park,"(39.2998600000, -76.6707500000)"
11/23/15,15:14:00,6E,6100 ERDMAN AVE,LARCENY,,Pulaski Industrial Area,"(39.3008600000, -76.5441400000)"
11/23/15,15:15:00,3AF,900 E 33RD ST,ROBBERY - STREET,FIREARM,Ednor Gardens-Lakeside,"(39.3284300000, -76.6033300000)"
11/23/15,15:30:00,6D,1600 CUBA ST,LARCENY FROM AUTO,,Locust Point,"(39.2715000000, -76.5902100000)"
11/23/15,15:30:00,7A,100 S LOUDON AVE,AUTO THEFT,,Irvington,"(39.2843700000, -76.6821600000)"
11/23/15,15:45:00,6D,,LARCENY FROM AUTO,,,
11/23/15,15:50:00,6D,1900 GABLE AVE,LARCENY FROM AUTO,,Morrell Park,"(39.2599800000, -76.6594800000)"
11/23/15,1534,9S,200 E UNIVERSITY PKWY,SHOOTING,FIREARM,Charles Village,"(39.3307000000, -76.6149600000)"
11/23/15,16:00:00,5D,100 KANE ST,BURGLARY,,Hopkins Bayview,"(39.2950300000, -76.5334500000)"
11/23/15,16:00:00,6D,1300 HOMEWOOD AVE,LARCENY FROM AUTO,,Johnston Square,"(39.3052800000, -76.6066400000)"
11/23/15,16:00:00,3AK,1300 GORSUCH AVE,ROBBERY - STREET,KNIFE,Coldstream Homestead Montebello,"(39.3247900000, -76.6002900000)"
11/23/15,16:10:00,6C,4500 EDMONDSON AVE,LARCENY,,Rognel Heights,"(39.2935000000, -76.6926600000)"
11/23/15,16:53:00,6C,1900 W PRATT ST,LARCENY,,Carrollton Ridge,"(39.2850900000, -76.6479200000)"
11/23/15,17:00:00,4F,3600 EDMONDSON AVE,ASSAULT BY THREAT,,Edgewood,"(39.2940300000, -76.6773900000)"
11/23/15,17:15:00,6L,3400 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2770000000, -76.5682700000)"
11/23/15,17:15:00,6G,1300 MCCULLOH ST,LARCENY,,Madison Park,"(39.3027100000, -76.6279200000)"
11/23/15,17:17:00,4E,0 S PACA ST,COMMON ASSAULT,HANDS,University Of Maryland,"(39.2883300000, -76.6222500000)"
11/23/15,17:20:00,3B,2000 N WOLFE ST,ROBBERY - STREET,,Darley Park,"(39.3141900000, -76.5918800000)"
11/23/15,17:30:00,6E,3900 CLAREMONT ST,LARCENY,,Highlandtown,"(39.2896000000, -76.5641900000)"
11/23/15,17:30:00,6D,600 N LONGWOOD ST,LARCENY FROM AUTO,,Franklintown Road,"(39.2948100000, -76.6667400000)"
11/23/15,17:49:00,4A,2500 LOYOLA SOUTHW,AGG. ASSAULT,FIREARM,Greenspring,"(39.3394700000, -76.6599600000)"
11/23/15,18:00:00,7A,,AUTO THEFT,,,
11/23/15,21:00:00,3BJ,23RD ST,ROBBERY - CARJACKING,,Remington,"(39.3151400000, -76.6208100000)"
11/23/15,21:00:00,6D,1200 RIVERSIDE AVE,LARCENY FROM AUTO,,Riverside,"(39.2746700000, -76.6086600000)"
11/23/15,21:00:00,6J,100 WILLARD ST,LARCENY,,Shipley Hill,"(39.2857200000, -76.6552100000)"
11/23/15,21:35:00,4E,0 S GREENE ST,COMMON ASSAULT,HANDS,University Of Maryland,"(39.2882900000, -76.6236700000)"
11/23/15,22:00:00,5B,1100 ROLAND HEIGHTS AVE,BURGLARY,,Hoes Heights,"(39.3413000000, -76.6386200000)"
